STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10141071,M,1,Certificat,Mécanique du bâtiment,20073,20121,8,3.00,2011/12
10054266,M,2,Maitrise recherche,Génie chimique,20081,20112,12,3.38,2010/11
10141283,M,3,Doctorat,Génie biomédical,20043,20111,20,3.58,2010/11
10054418,M,1,Bac,Génie informatique,20021,20132,8,2.81,2012/13
10054466,M,2,Maitrise professionn,Génie aérospatial,20053,20111,7,3.32,2010/11
10054722,M,3,Doctorat,Génie industriel,20123,20193,20,3.76,2019/20
10054728,F,2,Maitrise recherche,Génie biomédical,20091,20122,11,3.80,2011/12
10054736,M,2,Maitrise professionn,Génie industriel,20112,20121,5,3.37,2011/12
10054748,M,1,Bac,Génie logiciel,20081,20121,8,3.26,2011/12
10054812,M,1,Bac,Génie informatique,20041,20141,12,2.48,2013/14
10054830,M,1,Bac,Génie logiciel,20081,20111,7,3.69,2010/11
10141795,M,2,Maitrise professionn,Génie industriel,20091,20122,5,3.17,2011/12
10054890,F,2,Maitrise professionn,Génie industriel,20122,20122,3,3.27,2011/12
10054976,F,3,Doctorat,Génie industriel,20131,20172,14,3.70,2016/17
10054976,F,2,Maitrise recherche,Génie industriel,20101,20121,7,3.72,2011/12
10141909,M,3,Doctorat,Génie chimique,20082,20123,14,3.88,2012/13
10054994,F,2,Maitrise recherche,Génie mécanique,20111,20133,9,3.71,2013/14
10141981,M,2,Maitrise recherche,Génie mécanique,20091,20123,12,3.50,2012/13
10141997,M,2,Maitrise professionn,Génie civil,20063,20103,8,3.30,2010/11
10055134,M,1,Bac,Génie informatique,20093,20113,5,2.51,2011/12
10055168,F,3,Doctorat,Génie civil,20092,20123,11,4.00,2012/13
10055282,M,3,Doctorat,Génie chimique,20082,20132,16,4.00,2012/13
10142209,M,3,Doctorat,Génie électrique,20112,20181,19,3.63,2017/18
10142209,M,2,Maitrise recherche,Génie électrique,20082,20111,9,3.90,2010/11
10142267,M,3,Doctorat,Génie électrique,20083,20142,18,4.00,2013/14
10055356,M,3,Doctorat,Génie chimique,20072,20132,19,4.00,2012/13
10142277,M,3,Doctorat,Génie physique,20082,20131,15,4.00,2012/13
10055376,F,3,Doctorat,Génie industriel,20123,20163,13,4.00,2016/17
10055400,F,3,Doctorat,Génie nucléaire,20093,20151,17,4.00,2014/15
10055418,F,2,Maitrise recherche,Génie industriel,20112,20143,12,3.53,2014/15
10055568,M,3,Doctorat,Génie biomédical,20083,20132,15,3.97,2012/13
10142509,F,2,Maitrise professionn,Génie civil,20073,20111,7,4.00,2010/11
10055676,M,3,Doctorat,Génie mécanique,20051,20103,18,3.68,2010/11
10055686,M,1,Certificat,Mécanique du bâtiment,20103,20121,4,2.56,2011/12
10142611,M,3,Doctorat,Génie mécanique,20053,20113,19,3.93,2011/12
10055744,F,2,Maitrise professionn,Génie énergétique,20101,20103,2,3.81,2010/11
10142667,M,2,Maitrise professionn,Génie industriel,20103,20123,7,3.67,2012/13
10142669,M,2,Maitrise professionn,Génie énergétique,20143,20162,6,3.67,2015/16
10142717,M,3,Doctorat,Génie nucléaire,20102,20172,22,4.00,2016/17
10055806,M,2,Maitrise professionn,Génie civil,20101,20153,9,3.64,2015/16
10142783,M,3,Doctorat,Génie physique,20083,20122,12,4.00,2011/12
10055870,M,2,Maitrise recherche,Génie métallurgique,20081,20111,10,4.00,2010/11
10055936,M,2,Maitrise professionn,Génie civil,20092,20103,5,3.60,2010/11
10142903,F,2,Maitrise recherche,Génie minéral,20171,20173,7,4.00,2017/18
10142931,M,3,Doctorat,Génie physique,20082,20152,22,4.00,2014/15
10056024,M,1,Bac,Génie mécanique,20023,20112,13,2.63,2010/11
10056080,M,2,Maitrise recherche,Génie énergétique,20073,20112,13,3.63,2010/11
10056160,M,2,Maitrise recherche,Génie minéral,20093,20113,7,3.91,2011/12
10143105,M,1,Bac,Génie mécanique,20093,20121,6,3.88,2011/12
10143105,M,3,Doctorat,Génie mécanique,20122,20182,19,4.00,2017/18
10056196,M,2,Maitrise professionn,Génie civil,20133,20143,5,3.56,2014/15
10143117,F,3,Doctorat,Génie biomédical,20043,20103,19,4.00,2010/11
10056238,M,3,Doctorat,Génie métallurgique,20093,20163,22,4.00,2016/17
10056246,M,3,Doctorat,Génie civil,20053,20113,19,4.00,2011/12
10056300,M,1,Bac,Génie civil,20023,20112,14,2.85,2010/11
10143435,M,3,Doctorat,Génie physique,20033,20103,22,3.20,2010/11
10056532,M,1,Certificat,Commande de procédés industriels,20103,20141,8,3.10,2013/14
10056620,M,1,Bac,Génie mécanique,20023,20152,10,2.41,2014/15
10056670,M,3,Doctorat,Génie informatique,20091,20141,16,3.94,2013/14
10143619,F,3,Doctorat,Génie civil,20023,20111,16,3.79,2010/11
10143703,M,1,Certificat,Commande de procédés industriels,20043,20121,7,2.64,2011/12
10056860,M,1,Bac,Génie électrique,20093,20121,6,2.37,2011/12
10143867,M,2,Maitrise professionn,Génie électrique,20171,20181,6,3.50,2017/18
10144007,M,2,Maitrise recherche,Génie industriel,20082,20111,10,4.00,2010/11
10057114,F,2,Maitrise recherche,Génie minéral,20093,20112,6,3.81,2010/11
10057364,M,3,Doctorat,Génie mécanique,20093,20131,11,3.50,2012/13
10057400,M,1,Certificat,Techn. avancées en prévention des incendies,20093,20103,5,3.50,2010/11
10057462,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20091,20131,9,2.65,2012/13
10057522,M,3,Doctorat,Génie biomédical,20052,20112,19,4.00,2010/11
10144457,M,1,Certificat,Commande de procédés industriels,20093,20123,7,2.70,2012/13
10144525,M,1,Certificat,Techn. avancées en prévention des incendies,20023,20103,10,2.90,2010/11
10144585,M,1,Certificat,Mécanique du bâtiment,20103,20121,4,3.88,2011/12
10057744,F,3,Doctorat,Génie informatique,20093,20141,14,4.00,2013/14
10144703,M,2,Maitrise professionn,Génie aérospatial,20091,20123,9,3.91,2012/13
10144709,M,1,Bac,Génie informatique,20143,20183,7,3.74,2018/19
10144761,M,2,Maitrise recherche,Génie physique,20073,20103,10,4.00,2010/11
10058008,F,1,Certificat,Mécanique du bâtiment,20081,20121,8,3.90,2011/12
10144967,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20082,20131,10,3.35,2012/13
10058174,F,1,Bac,Génie physique,20033,20113,11,1.97,2011/12
10058232,M,2,Maitrise professionn,Génie industriel,20101,20103,5,3.63,2010/11
10058284,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,4,3.05,2019/20
10058320,M,2,Maitrise professionn,Génie électrique,20123,20123,4,3.73,2012/13
10145269,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20063,20103,4,2.55,2010/11
10058430,M,3,Doctorat,Mathématiques,20053,20123,21,3.70,2012/13
10058436,M,1,Bac,Génie chimique,20113,20161,8,2.96,2015/16
10145397,F,3,Doctorat,Génie informatique,20063,20132,21,3.57,2012/13
10058570,M,2,Maitrise recherche,Génie électrique,20103,20143,13,3.24,2014/15
10145519,M,2,Maitrise recherche,Génie informatique,20101,20111,4,3.89,2010/11
10145519,M,3,Doctorat,Génie informatique,20112,20142,10,3.86,2013/14
10058656,F,3,Doctorat,Mathématiques,20043,20103,19,3.20,2010/11
10058684,M,2,Maitrise professionn,Génie industriel,20132,20161,6,3.33,2015/16
10058698,M,1,Certificat,Électricité du bâtiment,20113,20131,4,2.13,2012/13
10058700,F,2,Maitrise recherche,Génie électrique,20093,20111,7,3.29,2010/11
10145795,M,3,Doctorat,Génie chimique,20043,20111,20,3.06,2010/11
10145825,M,2,Maitrise professionn,Génie industriel,20111,20111,4,3.60,2010/11
10145853,M,1,Bac,Génie informatique,20073,20111,8,3.35,2010/11
10059014,M,3,Doctorat,Génie chimique,20032,20113,16,0.00,2011/12
10145945,M,3,Doctorat,Génie électrique,20111,20151,13,3.82,2014/15
10145947,M,2,Maitrise recherche,Génie électrique,20073,20103,10,3.78,2010/11
10059030,M,2,Maitrise professionn,Génie aérospatial,20091,20142,10,3.46,2013/14
10146011,M,2,Maitrise recherche,Génie électrique,20093,20113,7,4.00,2011/12
10146055,M,2,Maitrise professionn,Génie aérospatial,20091,20133,10,3.67,2013/14
10146089,F,2,Maitrise recherche,Génie civil,20103,20123,7,3.72,2012/13
10059170,M,3,Doctorat,Génie minéral,20083,20122,12,4.00,2011/12
10146155,M,1,Bac,Génie industriel,20073,20121,10,2.74,2011/12
10059280,M,2,Maitrise professionn,Génie industriel,20083,20113,7,3.70,2011/12
10059288,M,1,Bac,Génie informatique,20083,20123,9,2.33,2012/13
10146223,M,2,Maitrise professionn,Génie mécanique,20143,20153,4,3.54,2015/16
10146223,M,1,Bac,Génie mécanique,20033,20131,13,2.36,2012/13
10059316,M,2,Maitrise recherche,Génie électrique,20083,20113,10,3.81,2011/12
10059328,M,1,Bac,Génie logiciel,20073,20122,10,2.78,2011/12
10146311,M,1,Bac,Génie mécanique,20073,20121,9,2.60,2011/12
10146359,M,2,Maitrise recherche,Génie informatique,20093,20123,10,3.87,2012/13
10059446,M,1,Bac,Génie informatique,20083,20123,8,3.17,2012/13
10059454,M,2,Maitrise recherche,Génie physique,20091,20113,9,3.91,2011/12
10146377,M,1,Bac,Génie informatique,20033,20123,11,2.93,2012/13
10059486,M,2,Maitrise recherche,Génie industriel,20171,20192,8,3.91,2018/19
10059494,M,3,Doctorat,Génie civil,20123,20183,19,0.00,2018/19
10059502,M,3,Doctorat,Génie physique,20092,20123,11,4.00,2012/13
10059534,F,3,Doctorat,Génie mécanique,20111,20153,15,4.00,2015/16
10146457,M,2,Maitrise professionn,Génie industriel,20083,20103,6,3.77,2010/11
10059540,M,2,Maitrise recherche,Génie métallurgique,20083,20103,7,3.91,2010/11
10059638,M,2,Maitrise professionn,Génie civil,20173,20183,3,3.63,2018/19
10059646,M,1,Bac,Génie électrique,20041,20103,12,2.81,2010/11
10059656,M,2,Maitrise recherche,Génie mécanique,20082,20103,8,3.38,2010/11
10146611,M,2,Maitrise recherche,Génie mécanique,20072,20113,13,3.62,2011/12
10146615,F,2,Maitrise recherche,Génie biomédical,20091,20122,12,3.83,2011/12
10059704,M,3,Doctorat,Génie physique,20131,20192,20,3.79,2018/19
10146625,F,3,Doctorat,Génie civil,20093,20142,15,4.00,2013/14
10059756,M,2,Maitrise professionn,Génie biomédical,20093,20103,4,3.67,2010/11
10146691,F,2,Maitrise recherche,Génie métallurgique,20081,20113,12,3.94,2011/12
10146695,F,3,Doctorat,Génie nucléaire,20143,20193,16,0.00,2019/20
10146695,F,2,Maitrise recherche,Génie énergétique,20081,20113,12,3.71,2011/12
10059806,M,1,Bac,Génie des mines (coopératif),20153,20191,6,3.64,2018/19
10146739,M,3,Doctorat,Génie biomédical,20081,20122,14,3.67,2011/12
10146755,M,3,Doctorat,Génie électrique,20092,20142,16,4.00,2013/14
10059870,M,1,Bac,Génie électrique,20083,20173,6,2.77,2017/18
10059870,M,1,Certificat,Électricité du bâtiment,20111,20141,6,3.19,2013/14
10059916,M,1,Certificat,Aéronautique,20083,20113,6,3.65,2011/12
10059952,M,1,Certificat,Bâtiment durable,20093,20131,8,3.95,2012/13
10059966,M,2,Maitrise recherche,Génie informatique,20081,20121,13,3.81,2011/12
10146947,F,2,Maitrise professionn,Génie civil,20141,20141,1,3.79,2013/14
10147005,F,1,Certificat,Électricité du bâtiment,20103,20131,5,3.00,2012/13
10147051,M,2,Maitrise recherche,Génie électrique,20072,20103,11,3.88,2010/11
10147059,M,2,Maitrise recherche,Génie industriel,20091,20123,10,4.00,2012/13
10147073,M,1,Bac,Génie mécanique,20033,20112,12,2.23,2010/11
10060164,M,2,Maitrise recherche,Génie mécanique,20101,20121,7,3.83,2011/12
10147087,M,1,Bac,Génie civil,20033,20133,9,3.64,2013/14
10147097,M,1,Bac,Génie chimique,20093,20172,12,2.40,2016/17
10060246,F,3,Doctorat,Génie industriel,20121,20171,15,4.00,2016/17
10060250,M,1,Bac,Génie civil,20103,20142,7,2.28,2013/14
10147213,M,3,Doctorat,Génie biomédical,20071,20111,13,4.00,2010/11
10060398,M,3,Doctorat,Génie physique,20051,20121,22,3.72,2011/12
10147333,M,1,Bac,Génie civil,20103,20133,7,2.67,2013/14
10060498,M,3,Doctorat,Génie civil,20082,20111,9,4.00,2010/11
10147431,M,1,Bac,Génie civil,20043,20103,11,3.38,2010/11
10060514,M,3,Doctorat,Génie industriel,20101,20163,17,4.00,2016/17
10147435,M,2,Maitrise professionn,Génie industriel,20103,20112,5,3.20,2010/11
10060524,M,3,Doctorat,Génie physique,20073,20153,26,4.00,2015/16
10060570,M,3,Doctorat,Génie électrique,20053,20111,17,3.90,2010/11
10060630,F,2,Maitrise recherche,Génie industriel,20103,20142,13,3.50,2013/14
10060670,F,3,Doctorat,Génie chimique,20043,20112,21,3.53,2010/11
10060744,M,1,Bac,Génie physique,20033,20103,12,2.99,2010/11
10147669,M,3,Doctorat,Génie chimique,20033,20103,21,3.14,2010/11
10147703,M,1,Certificat,Mécanique du bâtiment,20091,20121,6,2.70,2011/12
10060948,M,1,Certificat,Électricité du bâtiment,20103,20133,5,2.63,2013/14
10061124,M,3,Doctorat,Génie physique,20103,20172,21,0.00,2016/17
10148051,M,3,Doctorat,Génie minéral,20041,20111,22,3.18,2010/11
10148193,M,1,Bac,Génie civil,20063,20141,12,2.55,2013/14
10148229,M,3,Doctorat,Génie mécanique,20063,20113,16,4.00,2011/12
10061316,M,2,Maitrise professionn,Génie aérospatial,20113,20153,9,3.47,2015/16
10148339,M,2,Maitrise professionn,Génie civil,20131,20141,4,3.45,2013/14
10061436,M,1,Bac,Génie informatique,20033,20103,13,1.93,2010/11
10061476,F,2,Maitrise recherche,Génie électrique,20101,20133,11,3.38,2013/14
10148407,F,3,Doctorat,Génie mécanique,20071,20121,16,3.75,2011/12
10061532,M,2,Maitrise professionn,Génie civil,20163,20163,1,3.53,2016/17
10148463,M,1,Certificat,Technologies des arts de la scène,20121,20143,7,2.80,2014/15
10148477,M,1,Certificat,Commande de procédés industriels,20091,20121,8,3.70,2011/12
10148481,M,2,Maitrise professionn,Génie industriel,20123,20143,6,3.57,2014/15
10061570,M,3,Doctorat,Génie métallurgique,20052,20121,21,3.50,2011/12
10148507,M,1,Certificat,Électricité du bâtiment,20043,20121,10,3.50,2011/12
10148525,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20092,20111,4,2.71,2010/11
10061644,F,2,Maitrise professionn,Génie industriel,20101,20143,8,3.46,2014/15
10061646,M,1,Bac,Génie électrique,20051,20123,13,2.44,2012/13
10061648,M,1,Certificat,Cybersécurité des réseaux informatiques,20133,20143,3,3.00,2014/15
10148585,F,2,Maitrise professionn,Génie industriel,20093,20113,6,3.50,2011/12
10061676,M,1,Certificat,Commande de procédés industriels,20093,20113,5,3.85,2011/12
10061678,M,1,Certificat,Commande de procédés industriels,20111,20131,6,3.90,2012/13
10061700,M,3,Doctorat,Génie mécanique,20103,20163,16,4.00,2016/17
10061754,M,3,Doctorat,Génie civil,20062,20103,14,4.00,2010/11
10061772,F,1,Certificat,Électricité du bâtiment,20103,20123,5,3.20,2012/13
10061796,M,1,Bac,Génie des mines (coopératif),20121,20152,7,3.32,2014/15
10148825,M,1,Bac,Génie civil,20061,20103,8,2.94,2010/11
10148867,M,2,Maitrise professionn,Génie industriel,20111,20122,5,3.59,2011/12
10061948,M,1,Bac,Génie industriel,20043,20103,11,2.49,2010/11
10148899,M,2,Maitrise recherche,Génie électrique,20121,20141,7,3.65,2013/14
10148899,M,1,Bac,Génie électrique,20072,20111,8,3.34,2010/11
10062032,M,1,Certificat,Mécanique du bâtiment,20101,20121,5,2.95,2011/12
10148991,M,3,Doctorat,Génie mécanique,20073,20142,22,3.88,2013/14
10148997,M,1,Bac,Génie électrique,20043,20112,12,2.38,2010/11
10062084,M,2,Maitrise professionn,Génie informatique,20131,20161,7,3.40,2015/16
10062092,M,2,Maitrise recherche,Mathématiques appliquées,20083,20103,7,3.79,2010/11
10062152,M,3,Doctorat,Génie informatique,20072,20113,14,3.00,2011/12
10062154,M,3,Doctorat,Génie mécanique,20053,20123,21,3.41,2012/13
10149095,M,1,Certificat,Technologies biomédicales - instr. électronique,20103,20113,3,2.15,2011/12
10149101,M,2,Maitrise recherche,Génie énergétique,20083,20131,13,3.78,2012/13
10062190,M,1,Bac,Génie mécanique,20053,20122,14,2.31,2011/12
10062214,M,1,Certificat,Mécanique du bâtiment,20073,20113,9,2.15,2011/12
10149139,M,1,Certificat,Commande de procédés industriels,20083,20123,8,2.95,2012/13
10062220,M,1,Bac,Génie physique,20061,20123,11,2.40,2012/13
10149223,M,1,Bac,Génie chimique,20041,20103,10,2.40,2010/11
10062314,F,2,Maitrise recherche,Génie mécanique,20101,20121,7,3.97,2011/12
10149241,F,2,Maitrise professionn,Génie civil,20152,20173,6,3.69,2017/18
10149267,M,1,Certificat,Techn. avancées en prévention des incendies,20081,20103,7,3.30,2010/11
10062366,M,1,Bac,Génie mécanique,20043,20103,12,2.03,2010/11
10149315,M,2,Maitrise recherche,Génie industriel,20121,20142,8,3.63,2013/14
10149315,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20111,20113,3,3.37,2011/12
10062456,M,2,Maitrise recherche,Génie informatique,20083,20111,8,4.00,2010/11
10149421,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20083,20113,7,3.65,2011/12
10149437,M,3,Doctorat,Génie civil,20063,20112,15,3.06,2010/11
10062572,M,2,Maitrise recherche,Génie industriel,20103,20122,6,4.00,2011/12
10062600,M,2,Maitrise professionn,Génie industriel,20131,20143,7,3.77,2014/15
10062646,M,3,Doctorat,Génie électrique,20102,20143,14,4.00,2014/15
10149655,M,3,Doctorat,Génie civil,20043,20103,19,3.72,2010/11
10062756,M,3,Doctorat,Génie industriel,20073,20133,22,3.25,2013/14
10062786,F,2,Maitrise professionn,Génie électrique,20123,20131,4,3.47,2012/13
10062830,M,2,Maitrise recherche,Génie mécanique,20101,20123,9,3.16,2012/13
10062882,M,1,Bac,Génie mécanique,20043,20103,12,2.98,2010/11
10149803,M,3,Doctorat,Génie mécanique,20082,20131,15,4.00,2012/13
10062884,M,1,Bac,Génie logiciel,20053,20111,11,2.34,2010/11
10149805,M,2,Maitrise recherche,Génie énergétique,20091,20113,9,3.68,2011/12
10149805,M,3,Doctorat,Génie nucléaire,20121,20163,15,4.00,2016/17
10062888,M,2,Maitrise recherche,Génie civil,20103,20113,5,3.56,2011/12
10062904,M,2,Maitrise professionn,Génie informatique,20121,20131,4,3.89,2012/13
10062944,M,1,Bac,Génie mécanique,20081,20121,9,2.51,2011/12
10062980,M,1,Certificat,Cybersécurité des réseaux informatiques,20131,20171,9,3.45,2016/17
10149913,M,2,Maitrise recherche,Génie mécanique,20083,20103,7,3.56,2010/11
10149913,M,3,Doctorat,Génie mécanique,20113,20152,12,0.00,2014/15
10063026,F,1,Certificat,Design et fabrication,20091,20143,11,2.38,2014/15
10149949,M,2,Maitrise professionn,Génie industriel,20102,20113,6,3.63,2011/12
10063054,M,2,Maitrise professionn,Génie aérospatial,20101,20111,4,3.70,2010/11
10149975,F,2,Maitrise professionn,Génie civil,20151,20172,8,3.69,2016/17
10150001,F,1,Certificat,Cyberenquête,20093,20122,7,2.69,2011/12
10063084,M,2,Maitrise recherche,Génie informatique,20101,20113,6,3.43,2011/12
10150005,M,1,Bac,Génie civil,20043,20103,7,3.79,2010/11
10150005,M,2,Maitrise professionn,Génie civil,20162,20182,7,3.93,2017/18
10150031,M,2,Maitrise professionn,Génie aérospatial,20093,20103,4,3.70,2010/11
10150057,M,1,Bac,Génie électrique,20051,20111,10,2.67,2010/11
10150061,M,2,Maitrise professionn,Génie aérospatial,20081,20111,7,3.76,2010/11
10150063,M,2,Maitrise professionn,Génie mécanique,20132,20153,7,3.63,2015/16
10150081,F,2,Maitrise recherche,Génie minéral,20083,20111,6,3.90,2010/11
10150089,F,2,Maitrise professionn,Génie civil,20121,20133,6,3.58,2013/14
10063192,F,1,Bac,Génie logiciel,20063,20103,8,3.41,2010/11
10150127,M,3,Doctorat,Mathématiques,20042,20112,22,3.90,2010/11
10063238,M,3,Doctorat,Génie informatique,20093,20113,7,4.00,2011/12
10063240,M,1,Bac,Génie électrique,20063,20103,9,3.66,2010/11
10063298,M,1,Certificat,Mécanique du bâtiment,20113,20131,5,4.00,2012/13
10063308,M,2,Maitrise recherche,Génie électrique,20091,20113,9,3.97,2011/12
10150239,M,2,Maitrise recherche,Mathématiques appliquées,20083,20112,9,4.00,2010/11
10150259,F,2,Maitrise recherche,Génie biomédical,20093,20121,8,4.00,2011/12
10150265,M,1,Bac,Génie mécanique,20053,20121,12,2.71,2011/12
10063370,M,3,Doctorat,Génie physique,20102,20152,16,4.00,2014/15
10063388,M,2,Maitrise recherche,Génie industriel,20083,20103,7,3.69,2010/11
